,movie,year,director,watched,era,tagA,tagB,tagC,tagD,tagE,tagF,tagG,franchise,fansOf,actors,trailer,comment,rating
,Frankenstein,1910,J. Searle Dawley,yes,Silent,Monster,Frankenstein,,,,,,,,,,,5
,Nosferatu,1922,F. W. Murnau,yes,Silent,Monster,Vampire,Count Orlock,,,,,,"Dracula, Vampires","Max Schreck, Alexander Granach, Gustav von Wangenheim",,comment is comment,
,The Phantom of The Opera,1925,"Lon Chaney, Rupert Julian, Edward Sedgwick, Ernst Laemmle",yes,Silent,Lon Chaney,Killer,,,,,,,"Dracula, Frankenstein, Wolfman","Lon Chaney, Mary Philbin, Norman Kerry",,,
,London After Midnight,1927,Tod Browning,no,Silent,,Lon Chaney,,,,,,,,,,,
,Dr. Jekyll & Mr. Hyde,1931,Rouben Mamoulian,yes,Golden,Monster,Mad Scientist,,,,,,,"Monster, Mad Scientist","Fredric March, Miriam Hopkins, Rose Hobart",,,
,Dracula,1931,"Tod Browning, Karl Freund",yes,Golden,Monster,Vampire,,,,,,Universal,Vampires,"Bela Lugosi, Helen Chandler, David Manners",,,
,Frankenstein,1931,James Whale,yes,Golden,Monster,Frankenstein,Trilogy,Boris Karloff,,,,Universal,"Monster, Mad Scientist","Colin Clive, Mae Clarke, Boris Karloff",,,
,Svengali,1931,Archie Mayo,yes,Golden,Paranormal,Psycho,,,,,,,,"John Barrymore, Marian Marsh, Bramwell Fletcher",,,
,The Drums of Jeopardy,1931,George B. Seitz,yes,Golden,Mad Scientist,Revenge,,,,,,,,"Warner Oland, June Collyer, Lloyd Hughes",,,
,Drácula,1931,George Melford,no,Golden,,,,,,,,,,,,,
,M,1931,https://www.youtube.com/watch?v=TdSL9FvCv0U,no,Golden,,,,,,,,,,,,,
,Murder by the Clock,1931,https://www.youtube.com/watch?v=PHIl5Yi99SI,no,Golden,,,,,,,,,,,,,
,The Mad Genius,1931,,no,Golden,,,,,,,,,,,,,
,Doctor X,1932,Michael Curtiz,yes,Golden,Occult,Mad Scientist,Killer,,,,,,"Mad Scientist, Revenge","Lionel Atwill, Fay Wray, Lee Tracy",,,
,Freaks,1932,Tod Browning,yes,Golden,Circus,Body,,,,,,,,,,,
,Island of Lost Souls,1932,Erle C. Kenton,yes,Golden,Mad Scientist,Monster,Moreau,,,,,,,"Charles Laughton, Bela Lugosi, Richard Arlen, Leila Hyams, Kathleen Burke",,,
,Murders in the Rue Morgue,1932,Robert Florey,yes,Golden,Mad Scientist,Monster,Animal,,,,,Poe,"Mystery, Creature","Bela Lugosi, Sidney Fox, Leon Ames",,,
,The Monster Walks,1932,Frank R. Strayer,yes,Golden,Monster,Ape,,,,,,,,,,,
,The Mummy,1932,Karl Freund,yes,Golden,Monster,Mummy,,,,,,Universal,"Monster, Occult","Boris Karloff, Zita Johann, David Manners",,,
,The Old Dark House,1932,James Whale,yes,Golden,Haunted,,,,,,,,"Ghosts, Haunted House","Boris Karloff, Melvyn Douglas, Charles Laughton",,,
,White Zombie,1932,Victor Halperin,yes,Golden,Zombie,,,,,,,,"Zombies, Castles","Bela Lugosi, Madge Bellamy, Joseph Cawthorn",,,
,The Mask of Fu Manchu,1932,,no,Golden,,,,,,,,,,,,,
,The Most Dangerous Game,1932,https://www.youtube.com/watch?v=_DXLTw22HOQ,no,Golden,,,,,,,,,,,,,
,Vampyr,1932,https://www.youtube.com/watch?v=1QV96_is9eQ,no,Golden,,,,,,,,,,,,,
,King Kong,1933,"Merian C. Cooper, Ernest B. Schoedsack",yes,Golden,Animal,Big,Monster,Big Monster,,,,,"Giant Monster, Adventure","Fay Wray, Robert Armstrong, Bruce Cabot",,,
,Mystery of the Wax Museum,1933,Michael Curtiz,yes,Golden,Gothic,Body,Killer,,,,,,,,,,
,Son of Kong,1933,Ernest B. Schoedsack,yes,Golden,Animal,Big,Monster,Big Monster,,,,,"Giant Monster, Adventure","Robert Armstrong, Helen Mack, Frank Reicher, John Marston, Victor Wong, Edward Brady",,,
,The Ghoul,1933,T. Hayes Hunter,yes,Golden,Ghoul,Zombie,Occult,,,,,,,Boris Karloff,,,
,The Invisible Man,1933,James Whale,yes,Golden,Mad Scientist,,,,,,,Universal,"Mad Scientist, Monster","Gloria Stuart, Claude Rains, William Harrigan, Dudley Digges, Una O'Connor, Henry Travers, Forrester Harvey",,,
,Murders in the Zoo,1933,,no,Golden,,,,,,,,,,,,,
,Secret of the Blue Room,1933,,no,Golden,,,,,,,,,,,,,
,Supernatural,1933,,no,Golden,,,,,,,,,,,,,
,The Testament of Dr. Mabuse,1933,,no,Golden,,,,,,,,,,,,,
,The Black Cat,1934,Edgar G. Ulmer,yes,Golden,Occult,,,,,,,Poe,"Madman, Revenge","Boris Karloff, Béla Lugosi",,,
,Black Moon,1934,,no,Golden,,,,,,,,,,,,,
,Maniac,1934,,no,Golden,,,,,,,,,,,,,
,The 9th Guest,1934,,no,Golden,,,,,,,,,,,,,
,The Ghost Walks,1934,,no,Golden,,,,,,,,,,,,,
,The Mysterious Mr. Wong,1934,,no,Golden,,,,,,,,,,,,,
,The Phantom of the Convent,1934,,no,Golden,,,,,,,,,,,,,
,The Return of Chandu,1934,,no,Golden,,,,,,,,,,,,,
,Two Monks,1934,,no,Golden,,,,,,,,,,,,,
,Bride Of Frankenstein,1935,James Whale,yes,Golden,Monster,Frankenstein,Trilogy,,,,,Universal,"Frankenstein, Monster","Boris Karloff, Colin Clive, Valerie Hobson, Elsa Lanchester, Ernest Thesiger, E. E. Clive, Oliver Peters Heggie",,,
,The Raven,1935,Lew Landers,yes,Golden,Mad Scientist,,,,,,,Poe,,"Boris Karloff, Bela Lugosi, Irene Ware, Lester Matthews, Inez Courtney",,,
,Mad Love,1935,,no,Golden,,,,,,,,,,,,,
,Mark of the Vampire,1935,,no,Golden,,,,,,,,,,,,,
,Mystery of Edwin Drood,1935,,no,Golden,,,,,,,,,,,,,
,Phantom Ship,1935,,no,Golden,,,,,,,,,,,,,
,The Black Room,1935,,no,Golden,,,,,,,,,,,,,
,The Crime of Doctor Crespi,1935,,no,Golden,,,,,,,,,,,,,
,The Ghost Goes West,1935,,no,Golden,,,,,,,,,,,,,
,Werewolf of London,1935,,no,Golden,,,,,,,,,,,,,
,Sweeney Todd The Demon Barber of Fleet Street,1936,George King,yes,Golden,Killer,,,,,,,,,"Tod Slaughter, Stella Rho, John Singer, Eve Lister, Bruce Seton",,,
,Dracula's Daughter,1936,,no,Golden,,,,,,,,,,,,,
,The Crimes of Stephen Hawke,1936,,no,Golden,,,,,,,,,,,,,
,The Devil-Doll,1936,,no,Golden,,,,,,,,,,,,,
,The Invisible Ray,1936,,no,Golden,,,,,,,,,,,,,
,The Man of Stone,1936,,no,Golden,,,,,,,,,,,,,
,The Man Who Lived Again,1936,,no,Golden,,,,,,,,,,,,,
,The Walking Dead,1936,,no,Golden,,,,,,,,,,,,,
,It's Never Too Late to Mend,1937,,no,Golden,,,,,,,,,,,,,
,Son of Frankenstein,1939,Rowland V. Lee,yes,Golden,Monster,Frankenstein,Trilogy,,,,,Universal,,,,,
,The Man They Could Not Hang,1939,Nick Grinde,yes,Golden,Puzzle,Revenge,,,,,,,,,,,
,The Return of Doctor X,1939,Vincent Sherman,yes,Golden,Mad Scientist,,,,,,,,,,,,
,The Cat and the Canary,1939,,no,Golden,,,,,,,,,,,,,
,The Face at the Window,1939,,no,Golden,,,,,,,,,,,,,
,The Gorilla,1939,,no,Golden,,,,,,,,,,,,,
,The Human Monster,1939,,no,Golden,,,,,,,,,,,,,
,The Phantom Creeps,1939,https://www.youtube.com/watch?v=xfg-lDF3-0w,no,Golden,,,,,,,,,,,,,
,Dr. Cyclops,1940,Ernest B. Schoedsack,yes,Golden,Mad Scientist,Body,,,,,,,,,,,
,The Devil Bat,1940,Jean Yarbrough,yes,Golden,Mad Scientist,Monster,,,,,,,,,,,
,The Mummy's Hand,1940,Christy Cabanne,yes,Golden,Monster,Mummy,,,,,,,,,,,
,Before I Hang,1940,,no,Golden,,,,,,,,,,,,,
,Black Friday,1940,,no,Golden,,,,,,,,,,,,,
,Chamber of Horrors,1940,,no,Golden,,,,,,,,,,,,,
,The Invisible Man Returns,1940,,no,Golden,,,,,,,,,,,,,
,The Man with Nine Lives,1940,,no,Golden,,,,,,,,,,,,,
,Invisible Ghost,1941,Joseph H. Lewis,yes,Golden,Mad Scientist,,,,,,,,,,,,
,The Wolf Man,1941,George Waggner,yes,Golden,Monster,Werewolf,,,,,,,,,,,
,Among the Living,1941,,no,Golden,,,,,,,,,,,,,
,Dr. Jekyll and Mr. Hyde,1941,,no,Golden,,,,,,,,,,,,,
,Man Made Monster,1941,,no,Golden,,,,,,,,,,,,,
,The Devil Commands,1941,,no,Golden,,,,,,,,,,,,,
,The Ghost Train,1941,,no,Golden,,,,,,,,,,,,,
,The Tell-Tale Heart,1941,,no,Golden,,,,,,,,,,,,,
,Ghost of Frankenstein,1942,Erle C. Kenton,yes,Golden,Monster,Frankenstein,,,,,,Universal,,,,,
,Mad Monster,1942,Sam Newfield,yes,Golden,Monster,Mad Scientist,,,,,,,,,,,
,Night Monster,1942,Ford Beebe,yes,Golden,Mystery,Psychological,,,,,,,,,,,
,The Undying Monster,1942,John Brahm,yes,Golden,Monster,Werewolf,Curse,,,,,,,"James Ellison, Heather Angel, John Howard",,,
,Cat People,1942,,no,Golden,,,,,,,,,,,,,
,The Boogie Man Will Get You,1942,,no,Golden,,,,,,,,,,,,,
,The Mummy's Tomb,1942,,no,Golden,,,,,,,,,,,,,
,The Night Has Eyes,1942,,no,Golden,,,,,,,,,,,,,
,Frankenstein Meets The Wolf Man,1943,Roy William Neill,yes,Golden,Monster,Mashup,Werewolf,Frankenstein,Versus,,,Universal,,,,,
,Return of the Vampire,1943,Lew Landers,yes,Golden,Monster,Vampire,Werewolf,,,,,,,,,,
,Son of Dracula,1943,Robert Siodmak,yes,Golden,Vampire,Dracula,,,,,,,,"Lon Chaney Jr., Robert Paige, Louise Allbritton",,,
,The Ape Man,1943,William Beaudine,yes,Golden,Creature,Mad Scientist,,,,,,,,,,,
,Flesh and Fantasy,1943,,no,Golden,Anthology,,,,,,,,,,,,
,I Walked with a Zombie,1943,,no,Golden,,,,,,,,,,,,,
,Lady of Burlesque,1943,,no,Golden,,,,,,,,,,,,,
,Phantom of the Opera,1943,,no,Golden,,,,,,,,,,,,,
,The Ghost Ship,1943,,no,Golden,,,,,,,,,,,,,
,The Leopard Man,1943,,no,Golden,,,,,,,,,,,,,
,The Seventh Victim,1943,,no,Golden,,,,,,,,,,,,,
,Arsenic and Old Lace,1944,Frank Capra,yes,Golden,Comedy,Grannies,,,,,,,,,,,
,House of Frankenstein,1944,Erle C. Kenton,yes,Golden,Monster,Mashup,,,,,,Universal,,,,,
,Return of the Ape Man,1944,,no,Golden,,,,,,,,,,,,,
,The Curse of the Cat People,1944,,no,Golden,,,,,,,,,,,,,
,The Lodger,1944,,no,Golden,,,,,,,,,,,,,
,Weird Woman,1944,,no,Golden,,,,,,,,,,,,,
,House of Dracula,1945,Erle C. Kenton,yes,Golden,Monster,Mash,Dracula,Werewolf,Frankenstein,,,,,,,,
,Dead of Night,1945,,no,Golden,,,,,,,,,,,,,
,Isle of the Dead,1945,,no,Golden,,,,,,,,,,,,,
,The Body Snatcher,1945,,no,Golden,,,,,,,,,,,,,
,The Jade Mask,1945,,no,Golden,,,,,,,,,,,,,
,The Picture of Dorian Gray,1945,,no,Golden,,,,,,,,,,,,,
,The Spiral Staircase,1945,,no,Golden,,,,,,,,,,,,,
,Bedlam,1946,,no,Golden,,,,,,,,,,,,,
,House of Horrors,1946,,no,Golden,,,,,,,,,,,,,
,She-wolf of London,1946,,no,Golden,,,,,,,,,,,,,
,Strangler of the Swamp,1946,,no,Golden,,,,,,,,,,,,,
,The Beast with Five Fingers,1946,,no,Golden,,,,,,,,,,,,,
,The Brute Man,1946,,no,Golden,,,,,,,,,,,,,
,The Spider Woman Strikes Back,1946,,no,Golden,,,,,,,,,,,,,
,Black Narcissus,1947,,no,Silver,,,,,,,,,,,,,
,The Red House,1947,,no,Silver,,,,,,,,,,,,,
,Horror Maniacs,1948,,no,Silver,,,,,,,,,,,,,
,The Creeper,1948,,no,Silver,,,,,,,,,,,,,
,The Fatal Night,1948,,no,Silver,,,,,,,,,,,,,
,The Ghost of Rashmon Hall,1948,,no,Silver,,,,,,,,,,,,,
,The Monkey's Paw,1948,,no,Silver,,,,,,,,,,,,,
,Unknown Island,1948,,no,Silver,,,,,,,,,,,,,
,Who Killed 'Doc' Robbin?,1948,,no,Silver,,,,,,,,,,,,,
,Unusual Tales,1949,,no,Silver,,,,,,,,,,,,,
,The Fall of the House of Usher,1950,Ivan Barnett,yes,Silver,Poe,Curse,Macabre,,,,,,,"Gwendoline Watford, Kaye Tendeter, Irving Steen, Vernon Charles",,,
,The Son of Dr. Jekyll,1951,Seymour Friedman,yes,Silver,Monster,Mad Scientist,,,,,,,,"Louis Hayward, Jody Lawrance, Joyce Jameson, Ola Lorraine, Carol Savage, Stapleton Kent",,,
,The Thing From Another World,1951,"Christian Nyby, Howard Hawks",yes,Silver,Alien,Remote,,,,,,,,"James Arness, Margaret Sheridan, Kenneth Tobey, Robert Cornthwaite, Sally Creighton, Douglas Spencer, Dewey Martin, Robert Nichols",,,
,Bride of the Gorilla,1951,,no,Silver,,,,,,,,,,,,,
,Lost Continent,1951,,no,Silver,,,,,,,,,,,,,
,The Man from Planet X,1951,,no,Silver,,,,,,,,,,,,,
,The Strange Door,1951,,no,Silver,,,,,,,,,,,,,
,Bela Lugosi Meets a Brooklyn Gorilla,1952,,no,Silver,,,,,,,,,,,,,
,Jungle Jim in the Forbidden Land,1952,,no,Silver,,,,,,,,,,,,,
,Mother Riley Meets the Vampire,1952,,no,Silver,,,,,,,,,,,,,
,The Black Castle,1952,,no,Silver,,,,,,,,,,,,,
,House of Wax,1953,André De Toth,yes,Silver,Killer,,,,,,,,,"Vincent Price, Frank Lovejoy, Phyllis Kirk, Carolyn Jones, Paul Picerni",,,
,It Came from Outer Space,1953,Jack Arnold,yes,Silver,Alien,,,,,,,,,,,,
,Man in the Attic,1953,Hugo Fregonese,yes,Silver,Mystery,Slasher,,,,,,,,"Jack Palance, Constance Smith, Byron Palmer",,,
,Robot Monster,1953,Phil Tucker,yes,Silver,Monster,Alien,,,,,,,,"George Nader, Claudia Barrett, George Barrows",,,
,"The Beast from 20,000 Fathoms",1953,Eugène Lourié,yes,Silver,Monster,Big,Big Monster,,,,,,,,,,
,The Maze,1953,William Cameron Menzies,yes,Silver,Monster,,,,,,,,,"Richard Carlson, Veronica Hurst, Katherine Emery",,,
,The Neanderthal Man,1953,E. A. Dupont,yes,Silver,Monster,Caveman,Mad Scientist,,,,,,,,,,
,The Tell-Tale Heart,1953,Ted Parmelee,yes,Silver,Psychological,Poe,Murder,Animation,,,,,,James Mason,,,
,War Of The Worlds,1953,Byron Haskin,yes,Silver,Alien,Invasion,,,,,,,,,,,
,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,,no,Silver,,,,,,,,,,,,,
,Donovan's Brain,1953,,no,Silver,,,,,,,,,,,,,
,Drakula İstanbul'da,1953,,no,Silver,,,,,,,,,,,,,
,Invaders from Mars,1953,,no,Silver,,,,,,,,,,,,,
,Mesa of Lost Women,1953,,no,Silver,,,,,,,,,,,,,
,Phantom from Space,1953,,no,Silver,,,,,,,,,,,,,
,Scared Stiff,1953,,no,Silver,,,,,,,,,,,,,
,The Black Vampire,1953,,no,Silver,,,,,,,,,,,,,
,Creature From The Black Lagoon,1954,Jack Arnold,yes,Silver,Monster,Gillman,,,,,,,,,,,
,Killers from Space,1954,W. Lee Wilder,yes,Silver,Alien,Invasion,,,,,,,,,,,
,The Snow Creature,1954,W. Lee Wilder,yes,Silver,Monster,Adventure,Bigfoot,Yeti,,,,,,"Paul Langton, Leslie Denison, William Phipps, Teru Shimada",,,
,Them!,1954,Gordon Douglas,yes,Silver,Creature,Bug,Insect,Giant,,,,,,,,,
,Godzilla,1954,,no,Silver,,,,,,,,,,,,,
,Gog,1954,,no,Silver,,,,,,,,,,,,,
,Phantom of the Rue Morgue,1954,,no,Silver,,,,,,,,,,,,,
,Target Earth,1954,,no,Silver,,,,,,,,,,,,,
,The Mad Magician,1954,,no,Silver,,,,,,,,,,,,,
,The Naked Jungle,1954,,no,Silver,,,,,,,,,,,,,
,The Witch,1954,,no,Silver,,,,,,,,,,,,,
,Three Cases of Murder,1954,,no,Silver,,,,,,,,,,,,,
,Bride of The Monster,1955,Ed Wood,yes,Silver,Mad Scientist,,,,,,,,,,,,
,Dementia (Daughter of Horror),1955,John Parker,yes,Silver,Experimental,Psychological,,,,,,,,,,,
,Revenge of The Creature,1955,Jack Arnold,yes,Silver,Monster,Gillman,,,,,,,,,,,
,The Beast With 1000000 Eyes,1955,David Kramarsky,yes,Silver,Alien,Invasion,,,,,,,,"Paul Birch, Lorna Thayer, Dona Cole",,,
,The Phantom From 10000 Leagues,1955,Dan Milner,yes,Silver,Monster,,,,,,,,,,,,
,The Quatermass Xperiment,1955,Val Guest,yes,Silver,Alien,Possession,Disease,,,,,,,"Reginald TateIsabel, DeanHugh Kelly",,,
,This Island Earth,1955,"Joseph M. Newman, Jack Arnold",yes,Silver,Alien,Worldy,,,,,,,,,,,
,Abbott and Costello Meet the Mummy,1955,,no,Silver,,,,,,,,,,,,,
,Creature with the Atom Brain,1955,,no,Silver,,,,,,,,,,,,,
,Cult of the Cobra,1955,,no,Silver,,,,,,,,,,,,,
,Day the World Ended,1955,Roger Corman,no,Silver,,,,,,,,,,,,,
,Godzilla Raids Again,1955,,no,Silver,,,,,,,,,,,,,
,It Came from Beneath the Sea,1955,,no,Silver,,,,,,,,,,,,,
,Tarantula,1955,,no,Silver,,,,,,,,,,,,,
,The Night of the Hunter,1955,,no,Silver,,,,,,,,,,,,,
,Forbidden Planet,1956,Fred M. Wilcox,yes,Silver,Sci-fi,Alien,Monster,,,,,,,,,,
,IT Conquered the World,1956,Roger Corman,yes,Silver,Alien,Invasion,,,,,,,,,,,
,Man Beast,1956,Jerry Warren,yes,Silver,Monster,Bigfoot,,,,,,,,,,,
,The Mole People,1956,Virgil W. Vogel,yes,Silver,Creature,,,,,,,,,,,,
,The She-Creature,1956,Edward L. Cahn,yes,Silver,Monster,,,,,,,,,,,,
,Earth vs. the Flying Saucers,1956,,no,Silver,,,,,,,,,,,,,
,Godzilla: King of the Monsters!,1956,,no,Silver,,,,,,,,,,,,,
,Indestructible Man,1956,,no,Silver,,,,,,,,,,,,,
,Invasion of the Body Snatchers,1956,,no,Silver,,,,,,,,,,,,,
,The Black Sleep,1956,,no,Silver,,,,,,,,,,,,,
,The Creature Walks Among Us,1956,,no,Silver,Gillman,,,,,,,,,,,,
,The Werewolf,1956,,no,Silver,,,,,,,,,,,,,
,X the Unknown,1956,,no,Silver,,,,,,,,,,,,,
,20 Million Miles to Earth,1957,Nathan Juran,yes,Silver,Monster,Alien,,,,,,,,,,,
,Attack of the Crab Monsters,1957,Roger Corman,yes,Silver,Creature,Monster,Giant,,,,,,,"Richard Garland, Pamela Duncan, Russell Johnson",,,
,Back From The Dead,1957,Charles Marquis Warren,yes,Silver,Supernatural,Ghost,Possession,,,,,,,,,,
,Blood of Dracula,1957,Herbert L. Strock,yes,Silver,Vampire,,,,,,,,,"Sandra Harrison, Louise Lewis, Gail Ganley",_rm3frPCeRw?si=T3du8ZRxNyhgOcqY,,
,Curse of The Demon,1957,Jacques Tourneur,yes,Silver,Demon,Occult,Mystery,,,,,,,,,,
,From Hell It Came,1957,Dan Milner,yes,Silver,Monster,Voodoo,Tribe,,,,,,,,,,
,I Was a Teenage Frankenstein,1957,Herbert L. Strock,yes,Silver,Frankenstein,Monster,,,,,,,,"Whit Bissell, Phyllis Coates, Robert Burton, Gary Conway, George Lynn",,,
,I Was a Teenage Werewolf,1957,Gene Fowler Jr.,yes,Silver,Monster,Werewolf,,,,,,,,,,,
,Invasion of the Saucer Men,1957,Edward L. Cahn,yes,Silver,Alien,Invasion,,,,,,,,,,,
,Monster From Green Hell,1957,Kenneth G. Crane,yes,Silver,Monster,,,,,,,,,,,,
,Pharaohs Curse,1957,Lee Sholem,yes,Silver,Monster,Mummy,Occult,,,,,,,"Mark Dana, Ziva Rodann, Diane Brewster, George Neise, Alvara Guillot, Ben Wright",,,
,Quatermass 2,1957,Val Guest,yes,Silver,Alien,Possession,Disease,,,,,,,,,,
,The Abominable Snowman,1957,Val Guest,yes,Silver,Creature,Hammer,,,,,,,,,,,
,The Black Scorpion,1957,Edward Ludwig,yes,Silver,Creature,Bug,,,,,,,,,,,
,The Brain From Planet Arous,1957,Nathan Juran,yes,Silver,Alien,,,,,,,,,,,,
,The Curse of Frankenstein,1957,Terence Fisher,yes,Silver,Monster,Frankenstein,Mad Scientist,Hammer,,,,Frankenstein Hammer,,,,,
,The Cyclops,1957,Bert I. Gordon,yes,Silver,Monster,Cyclops,Fantasy,Adventure,,,,,,"James Craig, Gloria Talbott, Lon Chaney Jr",,,
,The Daughter of Dr. Jekyll,1957,Edgar G. Ulmer,yes,Silver,Monster,Werewolf,,,,,,,,,,,
,The Deadly Mantis,1957,Nathan Juran,yes,Silver,Monster,Bug,,,,,,,,,,,
,The Giant Claw,1957,Fred F. Sears,yes,Silver,Monster,,,,,,,,,,,,
,The Incredible Shrinking Man,1957,Jack Arnold,yes,Silver,Sci-fi,Animal,Bug,,,,,,,,,,
,The Monster That Challenged the World,1957,Arnold Laven,yes,Silver,Monster,Water,,,,,,,,,,,
,"The Phantom from 10,000 Leagues",1957,Dan Milner,yes,Silver,Monster,,,,,,,,,,,,
,Beginning of the End,1957,,no,Silver,,,,,,,,,,,,,
,El vampiro,1957,,no,Silver,,,,,,,,,,,,,
,Not of This Earth,1957,Roger Corman,no,Silver,,,,,,,,,,,,,
,Pharaohs Curse,1957,,no,Silver,,,,,,,,,,,,,
,Spook Chasers,1957,,no,Silver,,,,,,,,,,,,,
,The Abominable Snowman of the Himalayas,1957,,no,Silver,,,,,,,,,,,,,
,The Aztec Mummy,1957,,no,Silver,,,,,,,,,,,,,
,The Cat Girl,1957,,no,Silver,,,,,,,,,,,,,
,The Disembodied,1957,Walter Grauman,no,Silver,,,,,,,,,,,,,
,The Invisible Man vs. The Human Fly,1957,,no,Silver,,,,,,,,,,,,,
,The Man Without a Body,1957,"Charles Saunders, W. Lee Wilder",no,Silver,,,,,,,,,,,,,
,The Monolith Monsters,1957,John Sherwood,no,Silver,,,,,,,,,,,,,
,The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,1957,,no,Silver,,,,,,,,,,,,,
,The Undead,1957,,no,Silver,,,,,,,,,,,,,
,The Vampire,1957,,no,Silver,,,,,,,,,,,,,
,Voodoo Island,1957,,no,Silver,,,,,,,,,,,,,
,Voodoo Woman,1957,,no,Silver,,,,,,,,,,,,,
,Zombies of Mora Tau,1957,,no,Silver,,,,,,,,,,,,,
,Curse of the Faceless Man,1958,Edward L. Cahn,yes,Silver,Monster,Mummy,,,,,,,,,,,
,Earth Vs. The Spider,1958,Bert I. Gordon,yes,Silver,Monster,Bug,,,,,,,,"Ed Kemmer, June Kenney, Eugene Persson",6pqjwomw5Fo?si=us8HB35xDpg88lfD,,
,Fiend Without A Face,1958,Arthur Crabtree,yes,Silver,Alien,Creature,,,,,,,,"Marshall Thompson, Terry Kilburn, Michael Balfour",rTLRyLnqCH4?si=IxMU_hQqi3mUACLt,,
,Frankenstein's Daughter,1958,Richard E. Cunha,yes,Silver,Monster,Frankenstein,,,,,,,,"Donald Murphy, Sandra Knight, John Ashley, Harold Lloyd Jr",,,
,Giant from the Unknown,1958,Richard E. Cunha,yes,Silver,Giant,,,,,,,,,"Ed Kemmer, Sally Fraser, Bob Steele",I7O8gcoWVSM?si=Q5bbqf2oyY_4d174,,
,Horror Of Dracula,1958,Terence Fisher,yes,Silver,Monster,Dracula,Hammer,Christopher Lee,,,,,,"Peter Cushing, Christopher Lee, Michael Gough",sdFUpPAApJQ?si=fB8EA2o8cc3DvAAv,,
,How To Make A Monster,1958,Herbert L. Strock,yes,Silver,Killer,,,,,,,,,"Robert H. Harris, Paul Brinegar, Gary Conway",r0JKlDCs1Fk?si=aL7GOx4dS_fH012e,,
,I Bury The Living,1958,Albert Band,yes,Silver,Psychological,,,,,,,,,"Richard Boone, Theodore Bikel, Peggy Maurer",2IpPmtrioyc?si=BvtZSCsk7lAQZvNk,,
,I Married a Monster from Outer Space,1958,Gene Fowler Jr.,yes,Silver,Invasion,Alien,Possession,,,,,,,"Tom Tryon, Gloria Talbott",,,
,It! The terror from Beyond Space,1958,Edward L. Cahn,yes,Silver,Alien,Creature,,,,,,,,"Marshall Thompson, Shirley Patterson, Kim Spalding",vKE0BoFwR1k?si=hJowMBEiZ4jOLl8X,,
,Monster on Campus,1958,Jack Arnold,yes,Silver,Monster,Mad Scientist,Caveman,,,,,,"The Wolf Man, Them","Arthur Franz, Joanna Moore, Judson Pratt",JtKbJ31eUlc?si=YqAskBk5GDIOt8s8,,
,Night Of The Blood Beast,1958,Bernard L. Kowalski,yes,Silver,Alien,,,,,,,,,"Michael Emmet, Angela Greene, John Baer",EKq0qcAJVr8?si=pmFOQnITrDZyklaP,,
,She Demons,1958,Richard E. Cunha,yes,Silver,Mad Scientist,Nazi,Creature,,,,,,,"Irish McCalla, Tod Griffin, Victor Sen Yung",,,
,The Blob,1958,"Irvin Yeaworth, Russell Doughten",yes,Silver,Monster,Alien,,,,,,,,"Steve McQueen, Aneta Corsaut, Earl Rowe",TdUsyXQ8Wrs?si=k0Wue-RGQm2Td20X,,
,The Brain Eaters,1958,Bruno Vesota,yes,Silver,Alien,,,,,,,,,"Ed Nelson, Alan Jay Factor, Cornelius Keefe",6K0GUAhy6Ew?si=9dS5-sNHFdLhmDqh,,
,The Crawling Eye,1958,Quentin Lawrence,yes,Silver,Creature,Zombie,,,,,,,,"Forrest Tucker, Laurence Payne, Jennifer Jayne",-pUqaLtCuwI?si=o414jD_Bmnw7qK8q,,
,The Fly,1958,Kurt Neumann,yes,Silver,Mad Scientist,Monster,Bug,,,,,,,"David Hedison, Patricia Owens, Vincent Price",mgDypzKO5co?si=zzi2yuRlEijwbG7C,,
,The Hideous Sun Demon,1958,"Robert Clarke, Tom Boutross",yes,Silver,Monster,,,,,,,,,"Robert Clarke, Patricia Manning, Nan Peterson",ARjSwuX38a8?si=xy5hlhwK28DfpB2N,,
,The Return of Dracula,1958,Paul Landres,yes,Silver,Dracula,Monster,Vampire,,,,,,,"Francis Lederer, Norma Eberhardt, Ray Stricklyn",Fxt50ep0374?si=_vQe4Airvn0atVb9,,
,The Revenge of Frankenstein,1958,Terence Fisher,yes,Silver,Monster,Frankenstein,Mad Scientist,Hammer,,,,Frankenstein Hammer,,"Peter Cushing, Francis Matthews, Eunice Gayson",ydUKa18bczw?si=ONDHgCxo3LsLQB1D,,
,The Screaming Skull,1958,Alex Nicol,yes,Silver,Ghost,Mystery,,,,,,,,"John Hudson, Peggy Webber, Russ Conway",JpatirUhiwI?si=Gg4t9mmtMeYEr7Nf,,
,The Woman Eater,1958,Charles Saunders,yes,Silver,Mad Scientist,Tree,,,,,,,,"George Coulouris, Vera Day",,,
,Attack of the 50 ft Woman,1958,,no,Silver,,,,,,,,,,,,,
,Attack of The Puppet People,1958,,no,Silver,,,,,,,,,,,,,
,Blood of the Vampire,1958,,no,Silver,,,,,,,,,,,,,
,Caltiki the immortal monster,1958,,No,Silver,,,,,,,,,,,,,
,Corridors of Blood,1958,,no,Silver,,,,,,,,,,,,,
,Lake of the Dead,1958,,no,Silver,,,,,,,,,,,,,
,Macabre,1958,William Castle,no,Silver,,,,,,,,,,,,,
